,avg_star
2171,3.2
2172,4.3
2173,3.8
2174,3.3
2175,4.6
2176,4.1
2177,4.3
2178,4.3
2179,4.6
2180,4.1
2181,4.2
2182,4.6
2183,4.4
2184,4.3
2185,4.3
2186,4.4
2187,4.4
2188,3.6
2189,4.4
2190,3.9
2191,4.4
2192,4.5
2193,3.9
2194,4.3
2195,4.3
2196,4.3
2197,4.7
2198,4.4
2199,4.6
2200,4.4
2201,4.4
2202,3
2203,4.4
2204,4.5
2205,4.4
2206,4.5
2207,4.3
2208,4.4
2209,4.1
2210,4.4
2211,4.4
2212,4.4
2213,4.2
2214,3.9
2215,4.3
2216,4.4
2217,4.3
2218,4.4
2219,4.3
2220,4.3
2221,4.2
2222,4.3
2223,4.2
2224,4.4
2225,3.8
2226,4.4
2227,4.3
2228,4.3
2229,4.3
2230,3.6
2231,4.3
2232,4.4
2233,4.3
2234,4.3
2235,4.4
2236,4.3
2237,4.3
2238,4.3
2239,4.3
2240,4.2
2241,4.4
2242,4.4
2243,4.3
2244,3
2245,3.2
2246,4.4
2247,4.6
2248,3.6
2249,4.4
2250,4.3
2251,3
2252,4.2
2253,4.2
2254,4.1
2255,3.9
2256,4.2
2257,3.2
2258,4.2
2259,3.3
2260,4.3
2261,3.9
2262,4.2
2263,4.3
2264,4.3
2265,4.3
2266,4.3
2267,4.6
2268,3.9
2269,4.1
2270,3.9
2271,4.2
2272,4.4
2273,4.3
2274,4.4
2275,4.5
2276,4.5
2277,4.2
2278,4.2
2279,4.4
2280,4.3
2281,4.4
2282,4.3
2283,4.4
2284,4.3
2285,4.3
2286,4.3
2287,4.3
2288,3.8
2289,3.3
2290,4.1
2291,4.3
2292,3.9
2293,4.4
2294,4.3
2295,4.4
2296,4.3
2297,4.3
2298,3.2
2299,3.3
2300,4.3
2301,4.6
2302,4.4
2303,4.2
2304,4.3
2305,4.2
2306,3.9
2307,4.2
2308,4.6
2309,4.2
2310,3.6
2311,4.4
2312,4.4
2313,4.2
2314,3
2315,4
2316,4.4
2317,4.3
2318,4.3
2319,4.4
2320,4.4
2321,4.5
2322,4.3
2323,4.2
2324,4.6
2325,4.4
2326,4.4
2327,3.7
2328,3.3
2329,4.2
2330,4.4
2331,4.3
2332,4.4
2333,4.3
2334,3.2
2335,3.9
2336,3.3
2337,3.6
2338,4.3
2339,4.3
2340,4.4
2341,3.9
2342,4.3
2343,4.3
2344,4.4
2345,4.3
2346,4.4
2347,4.3
2348,4.3
2349,4.4
2350,3.3
2351,4.2
2352,4.2
2353,3
2354,4.4
2355,4.4
2356,3.6
2357,4.3
2358,3
2359,4.2
2360,4.4
2361,4.3
2362,4.4
2363,4.4
2364,4.2
2365,4.4
2366,3.3
2367,4.3
2368,4.4
2369,4.3
2370,4.3
2371,4.6
2372,3
2373,4.4
2374,4.4
2375,4.4
2376,4.4
2377,4.3
2378,4.4
2379,4.4
2380,4.3
2381,4.3
2382,4.4
2383,3.2
2384,4.4
2385,4.1
2386,4.3
2387,4.6
2388,4.3
2389,4.4
2390,4.2
2391,4.4
2392,4.4
2393,4.3
2394,4.2
2395,4.4
2396,4.3
2397,4.3
2398,4.3
2399,4.3
2400,4.4
2401,4.3
2402,4.4
2403,4.4
2404,4.3
2405,4.4
2406,3.9
2407,4.6
2408,3.9
2409,4.3
2410,3.8
2411,4.7
2412,4.3
2413,4.3
2414,4.1
2415,4.3
2416,4.3
2417,3.3
2418,4.2
2419,4.3
2420,4.4
2421,4.6
2422,4.3
2423,4.6
2424,4.3
2425,3.3
2426,4.4
2427,4.2
2428,4.4
2429,4.3
2430,4.4
2431,4.2
2432,4.3
2433,3
2434,4.4
2435,4.3
2436,3.6
2437,4.3
2438,4.3
2439,4.2
2440,4.4
2441,3.6
2442,3.6
2443,4.4
2444,3.3
2445,4.4
2446,3.3
2447,4.4
2448,3
2449,3
2450,4.3
2451,4.3
2452,4.2
2453,3.7
2454,4.1
2455,4.4
2456,3.8
2457,3
2458,4.4
2459,4.4
2460,4.6
2461,4.3
2462,4.4
2463,4.2
2464,4.3
2465,4.2
2466,4.4
2467,4.2
2468,3.9
2469,4.3
2470,4.3
2471,4.2
2472,4.4
2473,4.2
2474,4.6
2475,4.4
2476,4.3
2477,4.3
2478,4.2
2479,4.3
2480,3.9
2481,4.4
2482,4.3
2483,4.3
2484,3
2485,4.4
2486,4.3
2487,4.4
2488,4.4
2489,4
2490,4.3
2491,4.3
2492,3.3
2493,4.4
2494,4.3
2495,4.2
2496,3.9
2497,4.3
2498,4.3
2499,4.5
2500,4.1
2501,3.3
2502,3.3
2503,4.3
2504,3.6
2505,4.4
2506,4.3
2507,4.3
2508,4.4
2509,4.4
2510,4.4
2511,4.4
2512,4.3
2513,4.4
2514,4.4
2515,4.4
2516,3.3
2517,4.4
2518,4.4
2519,4.3
2520,3.8
2521,4.4
2522,4.3
2523,4.7
2524,4.4
2525,4.3
2526,4.3
2527,4.4
2528,4.4
2529,4.2
2530,4.3
2531,3
2532,4.3
2533,3.9
2534,4.4
2535,3.9
2536,4.1
2537,4.6
2538,4.2
2539,4.3
2540,4.4
2541,4.2
2542,3.5
2543,3.3
2544,4.4
2545,4.4
2546,3.3
2547,4.2
2548,4.4
2549,4.2
2550,3.6
2551,4.4
2552,4.2
2553,4.3
2554,4
2555,4.3
2556,4.4
2557,4.4
2558,4.3
2559,3.2
2560,3.6
2561,3.9
2562,3.9
2563,4.4
2564,4.4
2565,4.4
2566,3.3
2567,4.2
2568,4.4
2569,4.4
2570,4.4
2571,3.3
2572,4.3
2573,4.3
2574,4.4
2575,4.2
2576,3.3
2577,4.4
2578,4.3
2579,4.1
2580,3.3
2581,3.3
2582,3.9
2583,3.3
2584,3.6
2585,4.2
2586,4.4
2587,4.3
2588,4.4
2589,3.3
2590,4.4
2591,4.4
2592,4.3
2593,4.3
2594,4.2
2595,4.3
2596,4.4
2597,4.3
2598,4.4
2599,4.2
2600,4.4
2601,4.4
2602,4.3
2603,3.9
2604,3.9
2605,4.4
2606,4.3
2607,4.3
2608,4.4
2609,3.9
2610,4.3
2611,4.3
2612,3.6
2613,4.3
2614,4.4
2615,3.9
2616,4.3
2617,3.6
2618,4.4
2619,4.4
2620,4.4
2621,4.3
2622,4.2
2623,4.4
2624,4.3
2625,4.2
2626,4.3
2627,4.4
2628,4.3
2629,4.3
2630,4.4
2631,3.8
2632,4.4
2633,3
2634,3.7
2635,4.4
2636,4.1
2637,4.3
2638,4.2
2639,4.3
2640,4.3
2641,3.3
2642,4.2
2643,4.4
2644,4
2645,4.6
2646,4.4
2647,4.3
2648,4.2
2649,4.3
2650,4.6
2651,4.3
2652,4.2
2653,4.3
2654,4.3
2655,4.4
2656,4.3
2657,4.3
2658,3.9
2659,4.2
2660,4.4
2661,3
2662,3
2663,4.4
2664,4.4
2665,3.3
2666,4.4
2667,4.3
2668,3.3
2669,4.1
2670,3.9
2671,4.4
2672,4.4
2673,4.4
2674,3.3
2675,4.4
2676,4.3
2677,4.3
2678,4.4
2679,4.4
2680,4.3
2681,4.3
2682,3.3
2683,4.4
2684,4.1
2685,4.4
2686,4.3
2687,4.4
2688,4.2
2689,4.4
2690,4.7
2691,4.3
2692,4.3
2693,4.4
2694,4.2
2695,4
2696,3
2697,4.3
2698,3.9
2699,4.3
2700,4.4
2701,4.2
2702,4.6
2703,4.4
2704,4.4
2705,4.2
2706,4.3
2707,4.4
2708,4.3
2709,3.3
2710,4.3
2711,4.3
2712,4.6
2713,3.2
2714,4.2
2715,4.3
2716,4.3
2717,3
2718,4.4
2719,4.3
2720,4.4
2721,4.3
2722,4.3
2723,4.2
2724,4.2
2725,4.3
2726,4.4
2727,3.3
2728,4.4
2729,4.3
2730,4.4
2731,4.3
2732,4.3
2733,4.2
2734,4.4
2735,4.3
2736,4.4
2737,4.4
2738,4.4
2739,3.8
2740,4.3
2741,4.5
2742,4.3
2743,4.3
2744,3.9
2745,3.3
2746,4.4
2747,4.4
2748,4.4
2749,4.3
2750,4.4
2751,4.3
2752,4.3
2753,4.2
2754,4.7
2755,4.5
2756,4.1
2757,4.4
2758,4.3
2759,3.2
2760,3.6
2761,4.4
2762,4.3
2763,4.4
2764,4.3
2765,4.3
2766,4.3
2767,4.3
2768,4.3
2769,3.9
2770,4.3
2771,4.3
2772,4.4
2773,4.4
2774,4.3
2775,4.3
2776,4.2
2777,4.2
2778,4.4
2779,3.2
2780,3
2781,4.2
2782,4.3
2783,4
2784,3.9
2785,4.4
2786,4
2787,4.3
2788,3.9
2789,3.9
2790,4.3
2791,4.6
2792,3.6
2793,4.2
2794,3.9
2795,3.3
2796,4.8
2797,4.4
2798,4.4
2799,4.3
2800,4.3
2801,4.4
2802,3
2803,4.2
2804,4.3
2805,4.4
2806,4.4
2807,4.4
2808,4.4
2809,4.4
2810,4.3
2811,4.2
2812,4.4
2813,4.3
2814,4.4
2815,4.3
2816,4.4
2817,4.4
2818,4.4
2819,4.3
2820,4.1
2821,3.3
2822,4.2
2823,3
2824,4.2
2825,3
2826,4.4
2827,4.6
2828,3.6
2829,4.3
2830,4.2
2831,4.4
2832,4.4
2833,4.4
2834,4.3
2835,3.7
2836,3.9
2837,3.8
2838,3.6
2839,4.1
2840,4.3
2841,4.4
2842,4.1
2843,4.4
2844,4.6
2845,4.4
2846,4.3
2847,4.7
2848,4.4
2849,3.2
2850,4.3
2851,3.8
2852,4.4
2853,4.1
2854,4
2855,3.9
2856,4.4
2857,4.2
2858,4.5
2859,4.3
2860,4.4
2861,4.5
2862,4.3
2863,4.3
2864,3.6
2865,4.2
2866,4.4
2867,4.2
2868,4.4
2869,4.3
2870,3
2871,4.3
2872,4.2
2873,4.2
2874,3.3
2875,4.4
2876,4.3
2877,4.4
2878,3.6
2879,3.6
2880,4.4
2881,4.2
2882,4.3
2883,4.3
2884,4.3
2885,4.2
2886,3
2887,3.9
2888,4.3
2889,4.3
2890,4.4
2891,4.4
2892,4.4
2893,4.2
2894,4.3
2895,4.4
2896,4.1
2897,3.9
2898,4.3
2899,4.4
2900,4.4
2901,3.6
2902,4.3
2903,4.2
2904,4.3
2905,3
2906,4.4
2907,4.4
2908,4.3
2909,3.6
2910,4.7
2911,3.9
2912,4.3
2913,3.6
2914,4.3
2915,3.3
2916,3.6
2917,4.4
2918,3
2919,3
2920,4.4
2921,4.2
2922,4.4
2923,4.3
2924,3.3
2925,4.3
2926,3.3
2927,3.3
2928,4.3
2929,4.4
2930,4.3
2931,3
2932,3.9
2933,3
2934,4.4
2935,4
2936,4.4
2937,4.3
2938,4.3
2939,4.3
2940,4
2941,4.2
2942,4.4
2943,4.4
2944,4.2
2945,4.3
2946,4.4
2947,4.3
2948,4.4
2949,4.3
2950,4.3
2951,4.3
2952,3.3
2953,4.4
2954,4.2
2955,3.3
2956,3.3
2957,4.4
2958,4.4
2959,4.3
2960,4.4
2961,4.4
2962,4.5
2963,4.3
2964,4.4
2965,4.6
2966,4.4
2967,3.9
2968,4.2
2969,4.3
2970,4.3
2971,4.4
2972,4.4
2973,4.4
2974,4.4
2975,4.3
2976,3.3
2977,4.3
2978,4.3
2979,4.4
2980,4.3
2981,4.1
2982,4.3
2983,4.6
2984,4.6
2985,4.4
2986,4.3
2987,4.3
2988,3
2989,4.4
2990,3.9
2991,4.6
2992,4.3
2993,3
2994,4.4
2995,3.9
2996,3.6
2997,4.3
2998,4.6
2999,3.3
3000,4.5
3001,4.1
3002,4.3
3003,3
3004,4.2
3005,4.1
3006,4.3
3007,4.3
3008,3.6
3009,4.3
3010,4.1
3011,3.6
3012,4.2
3013,4.4
3014,4.2
3015,4.4
3016,3.8
3017,4.3
3018,4.6
3019,4.3
3020,4.3
3021,4.2
3022,4.3
3023,4.2
3024,4.3
3025,4.2
3026,3.9
3027,4.3
3028,4.3
3029,4.4
3030,4.4
3031,4.4
3032,4.4
3033,4.1
3034,4.3
3035,4.4
3036,4.4
3037,4.6
3038,3.9
3039,3.8
3040,4.4
3041,3.6
3042,4.3
3043,3.8
3044,4.4
3045,4.4
3046,3.9
3047,4.3
3048,3.3
3049,3.6
3050,3.7
3051,4
3052,4.3
3053,3.6
3054,4.3
3055,4.4
3056,3.2
3057,4.4
3058,4.6
3059,4.4
3060,4.3
3061,4.2
3062,3.9
3063,4.3
3064,4.3
3065,4.2
3066,4.4
3067,4.1
3068,3
3069,4.3
3070,4.5
3071,4
3072,4.4
3073,4.2
3074,3.8
3075,3
3076,4.2
3077,4.2
3078,4.3
3079,3.9
3080,3.9
3081,4.4
3082,4.3
3083,4.3
3084,4.4
3085,4.4
3086,4.3
3087,4.1
3088,4.4
3089,4.2
3090,4.3
3091,4.6
3092,4.4
3093,3.3
3094,4.1
3095,3.3
3096,4.4
3097,4
3098,3.3
3099,4.4
3100,4.2
3101,3
3102,4.4
3103,4.4
3104,4.3
3105,4.3
3106,3.3
3107,4.4
3108,3.9
3109,4.4
3110,4.5
3111,4.3
3112,3.8
3113,4.3
3114,4.3
3115,4.3
3116,4.4
3117,4.4
3118,4.3
3119,4.4
3120,4.4
3121,4.3
3122,3
3123,4.5
3124,4.4
3125,4.3
3126,4.3
3127,4.3
3128,4.3
3129,4.6
3130,4.3
3131,4.3
3132,4.2
3133,4.4
3134,4.4
3135,3.3
3136,4.3
3137,4.3
3138,4.4
3139,4.2
3140,4.4
3141,4.3
3142,4.4
3143,4.3
3144,3.2
3145,4.3
3146,3.6
3147,4.6
3148,3.9
3149,4.3
3150,4.4
3151,4.3
3152,4.2
3153,4.3
3154,4.3
3155,4.3
3156,4.4
3157,3.9
3158,4.3
3159,3.6
3160,3.8
3161,4.2
3162,4.4
3163,4.4
3164,4.2
3165,4
3166,4.4
3167,4.3
3168,4.4
3169,4.2
3170,4.4
3171,4.2
3172,3.7
3173,4.2
3174,3.6
3175,4.3
3176,3.6
3177,4.2
3178,4.2
3179,3.3
3180,4.4
3181,4.4
3182,4.2
3183,3.9
3184,3
3185,3.9
3186,4.4
3187,4.4
3188,4.6
3189,3.2
3190,4.5
3191,4.4
3192,4.3
3193,4.3
3194,4.2
3195,4.4
3196,4.2
3197,4.4
3198,3.3
3199,3.3
3200,3.3
3201,4.2
3202,4.4
3203,4.6
3204,4.4
3205,4.4
3206,4.3
3207,4.3
3208,4.2
3209,4.3
3210,4.2
3211,4.1
3212,4.3
3213,3.3
3214,4.2
3215,4.2
3216,4.4
3217,4.3
3218,4.4
3219,4.4
3220,4.3
3221,4.2
3222,4.4
3223,4.4
3224,3
3225,4.6
3226,4.3
3227,3.8
3228,3.6
3229,4.2
3230,4.4
3231,4.3
3232,4.3
3233,4.3
3234,4.3
3235,4.3
3236,4.3
3237,4.3
3238,4.3
3239,4.2
3240,4.3
3241,3.3
3242,4.3
3243,4.1
3244,4.2
3245,4.1
3246,3.3
3247,4.4
3248,4.6
3249,4.4
3250,3.3
3251,4.3
3252,3.8
3253,4.3
3254,4.3
3255,3.3
3256,4.4
3257,4.3
3258,4.3
3259,4.4
3260,3.3
3261,4.2
3262,4.3
3263,4.4
3264,3.3
3265,4.3
3266,4.4
3267,4.3
3268,4.3
3269,4.3
3270,3
3271,4.1
3272,3.3
3273,4.2
3274,4.3
3275,4.6
3276,4.2
3277,4.4
3278,4.3
3279,4.4
3280,4.3
3281,3.9
3282,4.4
3283,4.3
3284,4.4
3285,4.3
3286,3.3
3287,4.4
3288,4.4
3289,4.4
3290,4.4
3291,4.3
3292,4.3
3293,4.2
3294,3.6
3295,3.2
3296,4.4
3297,4.3
3298,4.1
3299,4.4
3300,4.4
3301,3
3302,4.6
3303,4.3
3304,4.2
3305,4.6
3306,4.5
3307,4.5
3308,4.4
3309,4.2
3310,3.9
3311,4.4
3312,4.4
3313,4.3
3314,4.3
3315,3
3316,4.3
3317,4.2
3318,4.3
3319,4.2
3320,4.3
3321,4.4
3322,4.3
3323,4.3
3324,4.3
3325,4.3
3326,3.2
3327,4.3
3328,4.2
3329,4.2
3330,4.3
3331,4.4
3332,4.3
3333,4.2
3334,4.3
3335,4.4
3336,4.4
3337,3.3
3338,4.4
3339,4.4
3340,4.4
3341,4.4
3342,4.3
3343,4.4
3344,4.3
3345,4.4
3346,4.4
3347,4.3
3348,4.3
3349,4.4
3350,3.9
3351,4.3
3352,5
3353,4.3
3354,3.3
3355,4.2
3356,3.3
3357,3.9
3358,4.4
3359,4.4
3360,4.3
3361,4.2
3362,3.6
3363,4.5
3364,4.4
3365,4.3
3366,4.4
3367,4.2
3368,4.5
3369,4.4
3370,4.3
3371,4.2
3372,4.3
3373,4.4
3374,4.4
3375,4.4
3376,4.4
3377,4.4
3378,4.4
3379,4.3
3380,4.4
3381,4.4
3382,4.4
3383,4.5
3384,4.4
3385,4.4
3386,4.4
3387,4.3
3388,4.2
3389,4.3
3390,4.4
3391,4.3
3392,3
3393,3
3394,4.1
3395,4.4
3396,4.3
3397,4.4
3398,4.4
3399,4.4
3400,4.5
3401,4.3
3402,3.8
3403,4.6
3404,4.4
3405,3.9
3406,3.3
3407,4.3
3408,3.6
3409,4.2
3410,4.6
3411,4.3
3412,4.4
3413,4.3
3414,4.4
3415,4.3
3416,3.3
3417,4.5
3418,4.5
3419,3
3420,4.4
3421,3.3
3422,3.2
3423,4.3
3424,4.3
3425,4.3
3426,4.3
3427,4.2
3428,4.3
3429,4.3
3430,4.3
3431,4.4
3432,4.2
3433,4.5
3434,4.4
3435,4.4
3436,4.4
3437,4.4
3438,4.4
3439,3.3
3440,4.2
3441,4.4
3442,4.2
3443,4.2
3444,4.3
3445,4.5
3446,3
3447,4.4
3448,4.3
3449,3
3450,3.8
3451,4.4
3452,4.4
3453,4.3
3454,4.2
3455,4.2
3456,4.2
3457,4.3
3458,4.4
3459,3.6
3460,3.2
3461,4.2
3462,4.3
3463,4.4
3464,3.6
3465,4.4
3466,4.4
3467,4.3
3468,4.3
3469,3.3
3470,4.5
3471,4.4
3472,4.1
3473,4.4
3474,3.7
3475,4.4
3476,4.3
3477,4.3
3478,4.4
3479,4.4
3480,3
3481,4.4
3482,4.2
3483,4.2
3484,3.6
3485,3.9
3486,4.3
3487,4.3
3488,4.3
3489,4.3
3490,4.3
3491,4.3
3492,3.8
3493,4.3
3494,4.3
3495,4.4
3496,4.4
3497,4.4
3498,3.6
3499,4.3
3500,4.3
3501,4.4
3502,4.2
3503,4
3504,3.3
3505,4.3
3506,3
3507,3
3508,4.6
3509,4.3
3510,3.8
3511,3.6
3512,4.4
3513,4.3
3514,4.4
3515,4.4
3516,4.4
3517,4.3
3518,4.4
3519,3.6
3520,4.4
3521,4.3
3522,4.3
3523,4.4
3524,4.3
3525,3
3526,4.3
3527,4.4
3528,3.6
3529,4.3
3530,4.4
3531,4.3
3532,4.2
3533,3.3
3534,4.3
3535,4.3
3536,3.9
3537,4.4
3538,4.3
3539,4.4
3540,4.3
3541,4.4
3542,4.4
3543,4.2
3544,3.9
3545,4.4
3546,4.2
3547,4.3
3548,4.3
3549,4.3
3550,4.3
3551,4.3
3552,4.3
3553,4.3
3554,4.3
3555,4.4
3556,4.3
3557,3.9
3558,3.3
3559,4.4
3560,4.3
3561,3.6
3562,4.3
3563,4.4
3564,4.3
3565,4.2
3566,3.6
3567,3.9
3568,3
3569,4.3
3570,4.3
3571,3.8
3572,4.3
3573,3.8
3574,4.3
3575,4.2
3576,4.4
3577,4.3
3578,4.2
3579,3.3
3580,4.4
3581,4.3
3582,4.4
3583,3
3584,3.3
3585,4.3
3586,3.2
3587,4.1
3588,4.4
3589,3.9
3590,4.2
3591,4.4
3592,3.3
3593,3
3594,4.3
3595,4.5
3596,4.2
3597,4.3
3598,4.3
3599,3
3600,4.4
3601,4.3
3602,3.6
3603,4.3
3604,3.3
3605,4.4
3606,4.2
3607,4.4
3608,4.3
3609,3
3610,4.3
3611,4.4
3612,4.3
3613,3.8
3614,3.9
3615,4.2
3616,4.3
3617,4.3
3618,4.2
3619,4.3
3620,4.4
3621,4.3
3622,4.4
3623,4.3
3624,4.3
3625,3.6
3626,4.3
3627,3.3
3628,4.1
3629,4.4
3630,4.3
3631,3
3632,4.4
3633,4.4
3634,3.9
3635,4.3
3636,4.2
3637,4.4
3638,4.3
3639,3.2
3640,4.3
3641,4.4
3642,3.3
3643,3
3644,4.1
3645,4.4
3646,4.3
3647,4.1
3648,4.4
3649,3.3
3650,4.4
3651,3
3652,3.9
3653,3.6
3654,4.3
3655,4.4
3656,4.3
3657,4.3
3658,4.2
3659,4.2
3660,4.3
3661,4.3
3662,3.9
3663,4.3
3664,3
3665,4.2
3666,4.4
3667,3.3
3668,4.4
3669,3.9
3670,4.1
3671,4.6
3672,4.2
3673,4.4
3674,3.9
3675,4.3
3676,4.3
3677,3.6
3678,4.3
3679,4.2
3680,4.4
3681,4.3
3682,3.3
3683,4.3
3684,4.4
3685,4.3
3686,3.3
3687,3.6
3688,4.4
3689,4.3
3690,4.3
3691,3.3
3692,4.3
3693,4.4
3694,4.4
3695,3.6
3696,3.9
3697,4.5
3698,4.3
3699,3.3
3700,3.9
3701,4.2
3702,3.3
3703,4.2
3704,4.4
3705,4.4
3706,4.1
3707,4.3
3708,4.4
3709,4.3
3710,4.1
3711,4.4
3712,3.9
3713,4.3
3714,3.6
3715,4.4
3716,3.3
3717,4.3
3718,4.2
3719,4.3
3720,4.4
3721,4.3
3722,4.1
3723,4.3
3724,4.3
3725,4.4
3726,4.3
3727,4.5
3728,4.3
3729,4.3
3730,4.4
3731,4.3
3732,4.2
3733,4.3
3734,4.5
3735,4.3
3736,4.4
3737,4.4
3738,4.3
3739,4.4
3740,3.7
3741,4.4
3742,3.3
3743,3.2
3744,4.4
3745,4.3
3746,4.4
3747,4.4
3748,3.6
3749,4.3
3750,4.2
3751,4.4
3752,4.4
3753,4.4
3754,4.3
3755,4.6
3756,3.9
3757,3
3758,4.2
3759,3.3
3760,3.9
3761,3.5
3762,3.3
3763,3.3
3764,4.3
3765,4.4
3766,4.4
3767,3.9
3768,4.4
3769,4.4
3770,4.5
3771,4.4
3772,4.3
3773,3.9
3774,4.4
3775,4.3
3776,4.3
3777,4.2
3778,3.3
3779,4.3
3780,4.4
3781,4.4
3782,4.3
3783,4.1
3784,3.6
3785,4.3
3786,4.4
3787,4.2
3788,4.3
3789,4.4
3790,4.2
3791,4.4
3792,4.4
3793,3.3
3794,4.3
3795,4.3
3796,4.4
3797,3.6
3798,4.3
3799,4.2
3800,4.2
3801,4.2
3802,4.4
3803,3.9
3804,4.3
3805,4.3
3806,4.4
3807,3.5
3808,3
3809,4.3
3810,4.4
3811,4.3
3812,3.9
3813,4.3
3814,4.6
3815,3.3
3816,4.2
3817,4.3
3818,4.3
3819,4.3
3820,4.2
3821,4.3
3822,4.3
3823,4.2
3824,4.4
3825,4.2
3826,4.3
3827,4.3
3828,4.2
3829,4.3
3830,4.4
3831,3.6
3832,4.2
3833,4.4
3834,3.9
3835,3
3836,3.9
3837,4.5
3838,4.4
3839,3.3
3840,4.6
3841,4.4
3842,4.6
3843,3.6
3844,3
3845,4.4
3846,4.3
3847,4.6
3848,4.3
3849,3
3850,4.2
3851,3.3
3852,4.4
3853,4.4
3854,4.4
3855,3.9
3856,3.9
3857,3.9
3858,4.3
3859,4.2
3860,4.1
3861,4.1
3862,4.4
3863,3.3
3864,4.1
3865,4.2
3866,4.3
3867,3.3
3868,4.2
3869,4.3
3870,4.2
3871,4.3
3872,4.4
3873,4.4
3874,4.4
3875,4.3
3876,4.3
3877,4.1
3878,3.6
3879,4.4
3880,4.2
3881,4.2
3882,4.4
3883,4.4
3884,4.2
3885,4.2
3886,4.3
3887,4.3
3888,4.1
3889,4.1
3890,4.4
3891,3.9
3892,4.3
3893,3.9
3894,4.4
3895,4.2
3896,4.2
3897,4.2
3898,4.4
3899,4.2
3900,4.3
3901,3.2
3902,4.3
3903,4.4
3904,4.4
3905,3.6
3906,4.2
3907,4.4
3908,3
3909,4.4
3910,4.4
3911,3.5
3912,4.3
3913,4.4
3914,4.4
3915,4.4
3916,4.4
3917,4.2
3918,4.3
3919,3.6
3920,4.3
3921,3.9
3922,4.1
3923,4.2
3924,4
3925,4
3926,4
3927,4
3928,4
3929,4
3930,4
3931,4
3932,4
3933,4
3934,4
3935,4
3936,4
3937,4
3938,4
3939,4
3940,4
3941,4
3942,4
3943,4
3944,4
3945,4
3946,4
3947,4
3948,4.4
3949,4.4
3950,3.6
3951,4.4
3952,3.6
