"num_of_chars","num_of_words","num_of_sents","num_of_sylb","num_of_digits","num_unique_words","num_stop_words","pct_caps_lock_words","pct_uppercase","words_entropy","chars_entropy","length_entropy","FOG","FK","ARI","CLI","FRE","SMOG","DC","text_errors","avg_sentence_length","num_excl_marks","num_ques_marks","num_punctuation","num_commas","l1","l2","l2_plus","l2_l9","l10_plus","pct_adverbs","pct_adjectives","pct_nouns","pct_verbs","pct_wh_words","pct_compar_words","pct_open_class_words","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","polarity","subjectivity_2","senti_diffs_per_ref"
996,244,13,1.31967213114754,0.00502008032128514,0.540983606557377,0.545081967213115,0.0655737704918033,0.0302713987473904,6.49336409266097,4.18321579662317,2.92036290273324,10.1306431273644,7.30213114754099,6.52436948297604,5.80486252160655,76.1399684741488,9.46682295920959,8.83851941992434,0.00819672131147541,18.7692307692308,0,0,0.0331325301204819,0.00803212851405622,0.0942622950819672,0.163934426229508,0.741803278688525,0.89344262295082,0.0122950819672131,0.069672131147541,0.0860655737704918,0.176229508196721,0.229508196721311,0.0245901639344262,0.00819672131147541,0.561475409836066,0.0881786404692375,0.176357280938475,0.0623517146316084,0.152729885435068,0.107996337680981,0.0573770491803279,0.0286885245901639,0.164967130733703,0.107996337680981,0.139422672429945,-0.333333333333333,0.0860655737704918,-0.0286885245901639
532,113,7,1.44247787610619,0.0093984962406015,0.769911504424779,0.415929203539823,0.00884955752212389,0.0119521912350598,6.23399461765831,4.23114238275808,2.93903823737098,12.4748419721871,7.72695322376739,7.85726927939317,8.8517051462407,68.416371681416,12.0317720707886,9.18815916561315,0.00884955752212389,16.1428571428571,0,0,0.0469924812030075,0.0075187969924812,0.0176991150442478,0.132743362831858,0.849557522123894,0.964601769911504,0.0176991150442478,0.106194690265487,0.115044247787611,0.238938053097345,0.212389380530973,0,0,0.672566371681416,0.126930692345816,0.219850408182847,0,0.219850408182847,0,0.0442477876106195,0.0707964601769911,0.179507106596859,0,0.253861384691631,0.230769230769231,0.115044247787611,0.0265486725663717
115,32,2,1.0625,0.0173913043478261,0.84375,0.4375,0,0.0476190476190476,4.66390976555739,4.05967726738746,2.28491658661498,11.4,3.1875,2.760625,2.56198088055,100.7075,11.2081432601887,10.35135,0,16,0,0,0.0695652173913043,0.0260869565217391,0,0.34375,0.65625,1,0,0.09375,0.0625,0.1875,0.1875,0,0,0.53125,0,0,0,0,0,0.03125,0.0625,1,0,0,0.333333333333333,0.09375,0.03125
151,33,3,1.36363636363636,0,0.848484848484849,0.393939393939394,0.0909090909090909,0.0340136054421769,4.71848843747471,4.05202588748312,2.80415015614823,8.03636363636364,4.79090909090909,5.05090909090909,7.70150971589091,80.3063636363637,8.84184627477888,8.96694848484849,0.0303030303030303,11,0.00662251655629139,0,0.0264900662251656,0.00662251655629139,0.0909090909090909,0.0909090909090909,0.818181818181818,0.909090909090909,0,0.303030303030303,0.0303030303030303,0.181818181818182,0.242424242424242,0,0,0.757575757575758,0,0,0,0,0.333333333333333,0.0303030303030303,0.0606060606060606,0.333333333333333,0.333333333333333,0,0.333333333333333,0.0909090909090909,0.0303030303030303
268,59,4,1.33898305084746,0.0149253731343284,0.779661016949153,0.457627118644068,0.0344827586206897,0.0392156862745098,5.37416847309066,4.30739232015881,3.05848674036429,10.6457627118644,5.9625,6.4614406779661,7.80551386591864,78.5857838983051,10.6863529731378,9.18538813559322,0,14.75,0,0,0.0335820895522388,0.00746268656716418,0.0677966101694915,0.152542372881356,0.779661016949153,0.898305084745763,0.0338983050847458,0.0847457627118644,0.0847457627118644,0.220338983050847,0.186440677966102,0.0169491525423729,0.0169491525423729,0.576271186440678,0,0.207106781186548,0,0,0.207106781186548,0.0169491525423729,0.0677966101694915,0,0.292893218813453,0.292893218813453,0.6,0.0847457627118644,0.0508474576271186
426,86,9,1.5,0,0.779069767441861,0.5,0.103448275862069,0.0835380835380835,5.87836457471647,4.24816130139603,3.14289216420628,8.00826873385013,5.83666666666667,5.9119638242894,9.27144442458604,70.2361111111111,8.84184627477888,9.61859509043928,0.0804597701149425,9.55555555555556,0.00469483568075117,0,0.0446009389671361,0.00469483568075117,0.0581395348837209,0.116279069767442,0.825581395348837,0.895348837209302,0.0465116279069767,0.0930232558139535,0.104651162790698,0.267441860465116,0.209302325581395,0.0116279069767442,0,0.674418604651163,0.170708227621195,0.098558441169981,0.197116882339962,0.197116882339962,0,0.0465116279069767,0.0232558139534884,0.197116882339962,0,0.139382684188938,-0.333333333333333,0.0697674418604651,-0.0232558139534884
87,21,4,1.38095238095238,0,0.80952380952381,0.428571428571429,0,0.072289156626506,4.01136504182638,4.02434076861062,2.52274004521495,5.90952380952381,2.7527380952381,-0.189285714285713,1.80293712001904,84.6776785714286,7.16862163009434,9.9121380952381,0.0476190476190476,5.25,0,0,0.0459770114942529,0,0,0.333333333333333,0.666666666666667,0.952380952380952,0.0476190476190476,0,0.0952380952380952,0.285714285714286,0.19047619047619,0,0.0476190476190476,0.571428571428571,0.292893218813452,0,0,0,0.414213562373095,0.0476190476190476,0.0952380952380952,0,0,0.292893218813452,0.333333333333333,0.142857142857143,0.0476190476190476
397,86,6,1.5,0.00755667506297229,0.720930232558139,0.534883720930233,0.0697674418604651,0.0391644908616188,5.71249640603635,4.26788554121737,3.15136100070265,12.2449612403101,7.7,6.76736434108527,8.38918850326511,65.3866666666667,11.8554640767504,10.4063868217054,0,14.3333333333333,0,0,0.0277078085642317,0.00755667506297229,0.0930232558139535,0.186046511627907,0.720930232558139,0.848837209302326,0.0581395348837209,0.0697674418604651,0.0697674418604651,0.267441860465116,0.174418604651163,0.0116279069767442,0,0.581395348837209,0,0,0,0.292893218813452,0,0.0348837209302326,0.0930232558139535,0.292893218813452,0,0.414213562373095,0.454545454545455,0.127906976744186,0.0581395348837209
585,149,5,1.22818791946309,0.00170940170940171,0.63758389261745,0.523489932885906,0.0536912751677852,0.0564373897707231,6.22239331311302,4.13844057234482,2.78301196592334,15.9468456375839,10.5246174496644,11.7093959731544,5.97596104998926,72.6833020134229,13.0238667986669,8.82364040268456,0,29.8,0.00341880341880342,0,0.0290598290598291,0.00341880341880342,0.0335570469798658,0.25503355704698,0.711409395973154,0.939597315436242,0.0268456375838926,0.0939597315436242,0.0939597315436242,0.194630872483221,0.208053691275168,0.0268456375838926,0.0134228187919463,0.590604026845638,0.0805308041203802,0.139483444310876,0.0805308041203802,0.18007235229589,0.0805308041203802,0.0402684563758389,0.0536912751677852,0.197259378670953,0,0.241592412361141,0.142857142857143,0.0939597315436242,0.0134228187919463
113,28,1,1.21428571428571,0.00884955752212389,0.892857142857143,0.5,0.0357142857142857,0.0194174757281553,4.59306920777189,4.15734851392324,2.419113300512,14.0571428571429,9.65857142857143,9.89607142857143,4.77196161042857,75.6864285714286,11.2081432601887,10.1006571428571,0.107142857142857,28,0,0,0.079646017699115,0,0.0714285714285714,0.142857142857143,0.785714285714286,0.928571428571429,0,0.0357142857142857,0.107142857142857,0.321428571428571,0.107142857142857,0,0,0.571428571428571,0.139933250189584,0.139933250189584,0.139933250189584,0.197895500245057,0,0.107142857142857,0.142857142857143,0.242371498996607,0,0.139933250189584,0.142857142857143,0.25,0.0357142857142857
275,70,4,1.28571428571429,0,0.742857142857143,0.542857142857143,0.0428571428571429,0.0223880597014925,5.49693069542367,4.07487823425417,2.85513244040099,8.71428571428571,6.40642857142857,5.41985714285714,5.10392411081142,80.3010714285714,8.07648339933343,8.33921428571429,0,17.5,0,0,0.0254545454545455,0.00727272727272727,0.1,0.171428571428571,0.728571428571429,0.871428571428571,0.0285714285714286,0.0714285714285714,0.0857142857142857,0.257142857142857,0.214285714285714,0.0142857142857143,0,0.628571428571429,0,0.143890120405163,0.101745679884239,0.203491359768479,0.143890120405163,0.0571428571428571,0.0428571428571429,0.203491359768479,0.101745679884239,0.101745679884239,-0.142857142857143,0.1,-0.0142857142857143
654,156,7,1.37179487179487,0.00305810397553517,0.621794871794872,0.493589743589744,0.0318471337579618,0.0396825396825397,6.19483076777598,4.2209978674309,2.86284648531883,12.5040293040293,9.28860805860806,8.94535714285714,6.88095584510256,68.1611538461539,11.2081432601887,9.90398681318681,0.0127388535031847,22.2857142857143,0,0,0.0336391437308868,0.00917431192660551,0.0384615384615385,0.217948717948718,0.743589743589744,0.948717948717949,0.0128205128205128,0.102564102564103,0.0448717948717949,0.173076923076923,0.237179487179487,0.0256410256410256,0.0128205128205128,0.557692307692308,0.136859139292096,0.158031321822704,0,0.19354805092159,0.0790156609113518,0.0448717948717949,0.032051282051282,0.209055788450844,0.111745019300707,0.111745019300707,-0.166666666666667,0.0769230769230769,-0.0128205128205128
310,84,6,1.26190476190476,0,0.654761904761905,0.511904761904762,0.0595238095238095,0.0298013245033113,5.51316895335061,4.06220208923702,2.73737765773309,7.02857142857143,4.76047619047619,2.50357142857143,3.22528536011428,85.8678571428571,7.16862163009434,7.52649523809524,0.0357142857142857,14,0,0,0.0258064516129032,0.00645161290322581,0.0714285714285714,0.261904761904762,0.666666666666667,0.916666666666667,0.0119047619047619,0.0476190476190476,0.130952380952381,0.202380952380952,0.154761904761905,0,0,0.535714285714286,0.115345748215575,0.141269113563851,0,0.141269113563851,0.163123521488538,0.0476190476190476,0.0833333333333333,0.141269113563851,0.115345748215575,0.18237764138876,0.272727272727273,0.130952380952381,0.0357142857142857
628,148,11,1.41216216216216,0.00636942675159236,0.540540540540541,0.540540540540541,0.0529801324503311,0.0414593698175788,5.94835567001114,4.21687253066225,2.9867172850694,9.43587223587224,6.32078624078624,4.64646191646192,6.15520759308107,73.7097174447175,9.80015041476705,9.31823734643735,0.033112582781457,13.4545454545455,0.00159235668789809,0,0.0334394904458599,0.00477707006369427,0.0810810810810811,0.175675675675676,0.743243243243243,0.878378378378378,0.0405405405405405,0.0945945945945946,0.0743243243243243,0.263513513513513,0.175675675675676,0.0202702702702703,0.0135135135135135,0.608108108108108,0.121653061746349,0.121653061746349,0.148993963462925,0.086021704912949,0.121653061746349,0.0202702702702703,0.0405405405405405,0.121653061746349,0.086021704912949,0.192350379725782,0.333333333333333,0.0608108108108108,0.0202702702702703
119,26,5,1.42307692307692,0,0.961538461538462,0.5,0.0384615384615385,0.0526315789473684,4.62351664121802,4.1319003501304,2.69893587132156,3.61846153846154,3.23030769230769,1.82153846153847,4.29022238113846,81.1646923076923,5.68391780172285,8.75288153846154,0,5.2,0,0,0.0420168067226891,0,0.0384615384615385,0.0384615384615385,0.923076923076923,0.923076923076923,0.0384615384615385,0.0769230769230769,0.230769230769231,0.307692307692308,0.115384615384615,0,0,0.730769230769231,0,0.310102051443364,0,0,0.310102051443364,0,0.153846153846154,0,0,0.379795897113271,1,0.153846153846154,0.153846153846154
855,204,8,1.34803921568627,0.00116959064327485,0.553921568627451,0.534313725490196,0.0490196078431373,0.0311750599520384,6.38640055837272,4.14032777756238,2.98623416071416,13.5333333333333,10.261862745098,10.6679411764706,7.19241873356862,66.9083823529412,11.4567871789231,9.46801568627451,0.00490196078431373,25.5,0,0,0.0233918128654971,0.00935672514619883,0.053921568627451,0.215686274509804,0.730392156862745,0.926470588235294,0.0196078431372549,0.0735294117647059,0.0490196078431373,0.225490196078431,0.186274509803922,0.0196078431372549,0,0.534313725490196,0.104997167039893,0.18186042796389,0,0.14848841763857,0.104997167039893,0.0196078431372549,0.0343137254901961,0.18186042796389,0,0.277796392353864,0.272727272727273,0.053921568627451,0.0147058823529412
675,164,12,1.25609756097561,0,0.573170731707317,0.603658536585366,0.0119760479041916,0.0201238390092879,6.1247589222722,4.12631892890968,2.77576902313214,8.39349593495935,4.5619512195122,4.15717479674797,5.44612133844389,86.6974796747968,8.84184627477888,7.10650081300813,0.0359281437125748,13.6666666666667,0,0,0.042962962962963,0.00592592592592593,0.0365853658536585,0.219512195121951,0.74390243902439,0.932926829268293,0.0304878048780488,0.0792682926829268,0.0670731707317073,0.182926829268293,0.213414634146341,0.0426829268292683,0,0.542682926829268,0.123102992967021,0.100513172859542,0.0710735461275581,0.142147092255116,0.100513172859542,0.0487804878048781,0.0426829268292683,0.188042927848997,0.100513172859542,0.174093922222681,-0.0666666666666667,0.0914634146341463,-0.00609756097560976
275,60,6,1.41666666666667,0,0.666666666666667,0.433333333333333,0.0333333333333333,0.0260223048327138,5.05048929585428,4.15815692189483,2.77147605086977,6,5.02666666666667,4.6865,7.60180289852,76.835,7.16862163009434,9.92216666666667,0.0333333333333333,10,0,0,0.0218181818181818,0,0.0833333333333333,0.0833333333333333,0.833333333333333,0.916666666666667,0,0.0333333333333333,0.15,0.233333333333333,0.166666666666667,0.0333333333333333,0.0333333333333333,0.583333333333333,0.333333333333333,0,0,0,0,0.05,0.0166666666666667,0.333333333333333,0,0.333333333333333,-0.5,0.0666666666666667,-0.0333333333333333
98,20,1,1.65,0,0.95,0.4,0,0.0421052631578947,4.22192809488736,4.13626497592535,2.76595732094918,14,11.68,10.9425,10.64912742436,46.9450000000001,13.0238667986669,12.5235,0.15,20,0,0,0.0306122448979592,0.0204081632653061,0.1,0.25,0.65,0.75,0.15,0.15,0.15,0.2,0.2,0,0.05,0.7,0,0,0,0,1,0.05,0.05,0,0,0,0,0.1,0
